clean_news,label_encoded
"icici securities downgrades hdfc, axis, kotak on margin pressure, cuts targets by 24 new targets hdfc rs 2150, axis rs 1350, kotak rs 2400 banks focus on cost management over deposit growth amid slowing credit sbi holds rates private banks face nim pressure in fy26",0
"hdfc bank ltd traded nearly 2m shares, valued at rs 3727 crores, showing significant activity despite declining investor participation the stock remains above key moving averages but is below the 5day and 20day averages, underperforming its sector by 04",0
"hdfc bank has set record dates for ncd interest payments in july 2025 interest due dates aa 008 on 18 jul, aa 009 on 28 jul payments to ncd holders as per record dates",1
"sensex falls 873 points, down 106, due to lack of triggers selling pressure in hdfc bank, icici bank, and reliance industries impacted market",0
"hdfc bank ltd fell 019, trading at rs 1935, outperforming bse bankex bse bankex index decreased 002, quoting at 6297516",1
"day trading guide suggests key supportsresistances for nifty futures and stocks like reliance, infosys, hdfc bank, tcs, sbi recommendations based on technical analysis infosys go short at 1565 itc go long above 438 reliance fresh longs above 1450 sbi go long at 790 tcs long on dips at 3495",1
"indian indices gained for the second session sensex up 1,2002 points, nifty 50 up 3952 points key movers reliance, icici, hdfc bank earnings focus on friday includes hyundai, bhel, delhivery, and emami auto and it sectors back rally",2
"hdfc bank announced the allotment of 2,464,321 equity shares under its esop scheme, increasing paidup share capital the share capital will rise from 7,655,591,944 to 7,658,056,265 equity shares of re 1 each",1
"hdfc bank ltd trades actively with over 2m shares, valued at rs 3974 crore, despite a 3day decline the stock opened at rs 19135, reached rs 19009 last traded price, 39 away from its 52week high",0
"hdfc bank confirms interest payment of rs 864 crores on ncds due may 13, 2025, as per sebi listing regulations interest payment record date was april 26, 2025 last payment made on may 13, 2024 ajay agarwal, company secretary",1
"q4fy25 results live today tata motors, bharti airtel, cipla, gail, hero motocorp among others to release q4 numbers axis securities notes q4fy25 earnings show mixed trends due to capex, positive economic measures, volatile currency, trade, and crude prices",1
"sbi and other lenders to gain between 330 crore to 9,000 crore from selling yes bank stake to smbc",1
"hdfc bank granted 1,30,206 stock options under esos 60 at rs 1,8897 each, vesting over four years 1,714 restricted stock units under rsu 012 vest in one year, convertible into equity shares at re 1",1
"hdfc bank announces early redemption of nonconvertible debentures under sebi regulations ncds with isin ine040a08ai6 and ine040a08930 were redeemed before maturity partial redemption involved 2,500 and 67,500 ncds, totaling rs 25 crore and rs 675 crore respectively interest payments made on may 9, 2025",2
defence stocks like hindustan aeronautics and bharat dynamics surged up to 12 amid indiapakistan tensions increased defence spending is anticipated due to conflicts banking stocks icici bank and hdfc bank see attention after adr declines textile stocks may face profit booking postfta with the uk boosting exports,0
"hdfc bank ltd saw high trading activity with 24m shares, rs 481 crore value, trading near its 52week high despite this, it underperformed its sector with a 1d return of 095 vs sectors 004 the stock trades above its moving averages, with increased investor participation showing a 39 rise in delivery volume liquidity remains strong, accommodating trade sizes up to rs 958 crore",2
"day trading guide for may 8, 2025, provides intraday supports and resistances for nifty futures and stocks like reliance, infosys, hdfc bank, tcs, and sbi recommendations include going long on hdfc bank if it breaches 1950 and shorting infosys if it slips below 1490 trading advice is based on technical analysis",1
"market cap of seven top firms rose by 231 lakh crore last week, with reliance and hdfc bank as biggest gainers",2
"sbi reported lower nim at 315 for q4 fy25, lagging icici banks 441 and kotak mahindras 497 sbis advances grew 12 yoy, while icici banks rose 133 and hdfc banks 54 sbis net profit declined nearly 10 yoy due to rising employee costs, while icici banks profit grew 18 and hdfc banks 67 sbis roa was 112, lower than icici and hdfcs",1
"major banks, including sbi, pnb, and hdfc bank, cut lending rates after rbis repo rate cut of 25 basis points to 6 sbi reduced rllr to 825, hdfc bank trimmed mclr by 10 basis points, pnb lowered rllr to 865, affecting various loan categories",1
"day trading guide offers intraday supports, resistances for nifty50, reliance, infosys, hdfc bank, tcs, sbi recommendations include short, long positions with specific entry, stop loss levels for these stocks using technical analysis",1
"q4 earnings season is underway bpcl, trent, ambuja cements, bajaj finance, shoppers stop among those releasing results today nuvama expects q4fy25 top line growth at 6, marking 8th quarter of sub10 growth nifty 50 earnings anticipated to grow 2 yoy",1
hdfc bank is taking action against employees involved in creating temporary deposits,0
"hdfc bank held its q4 fy25 earnings call on april 19, 2025, led by cfo srinivasan vaidyanathan moderation in food and headline inflation is seen as favorable for hdfc banks outlook",2
"icici bank, under ceo sandeep bakhshi, is rapidly closing the gap on hdfc bank through strong corporate loan growth, better margins, and disciplined risk management icicis corporate loans grew 12 yoy, while hdfcs declined 36 icicis market cap rose 322 in six years, outperforming hdfcs 108 growth icici banks net interest margin stands at 441, compared to hdfcs 365, and its return on equity is 174, higher than hdfcs 1439",0
"hdfc crisil ibx financial services 36 months debt index fund opens april 28, closes may 5 minimum investment for the fund is rs 100",1
"hdfcs various etfs show changes in unit capital, with notable activity in nifty 1d rate liquid etf, nifty private bank etf, and silver etf the gold etf remains unchanged, while nifty100 quality 30 etf sees an addition of 50,000 units nifty smallcap 250 etf adds 105,000 units",1
"hdfc bank ltd has released the transcript of its q4 fy25 earnings call, discussing financial results for the quarter and year ended march 31, 2025 the call highlighted indias favorable position amidst rbi rate cuts, food inflation moderation, and gdp growth expectations driven by rural spending and consumer demand the banks credit deposit ratio improved to 96 by march 2025, with deposits growing faster than loans asset quality remains strong, and technology investments are expected to yield benefits management changes were discussed, emphasizing improved productivity and growth synergies",2
"hdfc bank confirms interest payment of rs 123 crore on ncds due april 24, 2025, as per sebi regulations interest payment was made on the due date, with the previous payment on april 24, 2024",1
"hdfc announces nav for various mutual fund schemes hdfc fmp 1406d august 2022 idcw option nav is 120243, direct plan is 121074 hdfc nifty 1d rate liquid etf growth nav is 10080136 hdfc bse 500 etf growth nav stands at 354862",1
"hdfc bank allotted 3,323,446 equity shares under esop, increasing share capital new paidup share capital rises to rs 7,655,545,120 from rs 7,652,221,674",1
"hdfc bank achieved record net interest income of rs 32,0658 cr and pbt of rs 11,3158 cr despite a low credit deposit ratio of 965, hdfc bank maintains a strong market position with a capital adequacy ratio of 174",2
"equity benchmark indices showed resilience with marginal gains, sensex rose by 20528 points banking and finance stocks gained momentum due to liquidity boost, while metal stocks gained on safeguard duty news",2
"hdfc bank reported a slight earnings beat due to a rise in nim, a positive surprise asset quality remained strong, but rbis repo rate cut may pressure future nims",2
"hdfc bank trades near its 52week high, gaining 1017 over six days the stock outperforms the sensex with a 2878 yearly return, indicating strong market performance",2
"day trading guide provides intraday support and resistance levels for nifty futures and stocks like reliance, infosys, and sbi trade recommendations include specific entry and stoploss levels, based on technical analysis",1
"hdfc ergo general insurance submitted its quarterly compliance report on corporate governance for march 31, 2025, as per sebi regulations the report details the composition of the board and committees, affirming compliance with sebis listing obligations and disclosure requirements",1
"hdfc bank, yes bank, and icici bank shares rose after strong q4 results brokerages raised target prices, expecting healthy loan growth",2
"rbi questions banks on launching multiple apps targeting the same customer segment banks like kotak, indusind, and hdfc have several apps causing customer confusion",0
"hdfc bank aims to bring renewable energy to over 1,000 villages in india by 2025 under its parivartan initiative the initiative focuses on solarpowered solutions, installing over 61,655 solar street lights and conducting awareness workshops",2
"kunal saraogi recommends buying l t finance shares with targets of rs 167 and rs 173 a stop loss is advised at rs 1595, aiming for a 568 return in a week",1
"infosys, hdfc bank, and reliance industries were the most actively traded contracts nifty april 2025 futures closed at a premium, indicating positive market sentiment",2
"hdfc banks stock rose over 1 after a 7 growth in q4 net profit the stock closed at rs 1,92755, marking a 110 increase on the bse",2
"sensex and nifty extended their rally for the fifth consecutive day driven by gains in it and banking sectors major contributors to the surge were hdfc bank and infosys, boosting market confidence",2
